Código Provincia	Código Departamento	Departamento	Código Localidad	Localidad
14	14182	Unión	14182270	Viamonte
14	14182	Unión	14182280	Villa Los Patos
14	14182	Unión	14182290	Wenceslao Escalante
18	18007	Bella Vista	18007010	Bella Vista
18	18007	Bella Vista	18007020	Tres de Abril
18	18014	Berón de Astrada	18014010	San Antonio de Itatí
18	18014	Berón de Astrada	18014020	Yahapé
18	18021	Capital	18021015	Barrio Santa Lucía
18	18021	Capital	18021020	Corrientes
18	18021	Capital	18021040	Riachuelo
18	18021	Capital	18021050	San Cayetano
18	18021	Capital	18021060	Santa Ana de los Guácaras
18	18028	Concepción	18028010	Concepción del Yaguareté Corá
18	18028	Concepción	18028020	Santa Rosa
18	18028	Concepción	18028030	Tabay
18	18028	Concepción	18028031	Tabay
18	18028	Concepción	18028040	Tatacuá
18	18035	Curuzú Cuatiá	18035010	Cazadores Correntinos
18	18035	Curuzú Cuatiá	18035020	Curuzú Cuatiá
18	18035	Curuzú Cuatiá	18035030	Perugorría
18	18042	Empedrado	18042005	Barrio Santa Rosa
18	18042	Empedrado	18042010	El Sombrero
18	18042	Empedrado	18042020	Empedrado
18	18042	Empedrado	18042030	Manuel Derqui
18	18042	Empedrado	18042040	San Isidro
18	18049	Esquina	18049010	Esquina
18	18049	Esquina	18049015	Los Flotadores
18	18049	Esquina	18049020	Pueblo Libertador
18	18056	General Alvear	18056010	Alvear
18	18056	General Alvear	18056020	Estación Torrent
18	18063	General Paz	18063010	Itá Ibaté
18	18063	General Paz	18063020	Lomas de Vallejos
18	18063	General Paz	18063030	Nuestra Señora del Rosario de Caá Catí
18	18063	General Paz	18063040	Palmar Grande
18	18070	Goya	18070005	Barrio Balneario
18	18070	Goya	18070010	Carolina
18	18070	Goya	18070011	Carolina
18	18070	Goya	18070020	Goya
18	18070	Goya	18070030	San Isidro
18	18077	Itatí	18077010	Itatí
18	18077	Itatí	18077020	Ramada Paso
18	18084	Ituzaingó	18084005	Bahía Carayá
18	18084	Ituzaingó	18084010	Colonia Liebig
18	18084	Ituzaingó	18084020	Ituzaingó
18	18084	Ituzaingó	18084023	Puerto San Gará
18	18084	Ituzaingó	18084025	Puerto Valle
18	18084	Ituzaingó	18084027	Rincón Ombú Chico
18	18084	Ituzaingó	18084030	San Antonio de Apipé Grande
18	18084	Ituzaingó	18084040	San Carlos
18	18084	Ituzaingó	18084050	Villa Olivari
18	18091	Lavalle	18091007	Cecilio Echavarría
18	18091	Lavalle	18091010	Cruz de los Milagros
18	18091	Lavalle	18091020	Gobernador Martínez
18	18091	Lavalle	18091030	Lavalle
18	18091	Lavalle	18091040	Santa Lucía
18	18091	Lavalle	18091050	Villa Córdoba
18	18091	Lavalle	18091060	Yatay Ti Calle
18	18098	Mburucuyá	18098010	Mburucuyá
18	18105	Mercedes	18105010	Felipe Yofre
18	18105	Mercedes	18105020	Mariano Indalecio Loza (Estación Justino Solari)
18	18105	Mercedes	18105030	Mercedes
18	18112	Monte Caseros	18112010	Colonia Libertad
18	18112	Monte Caseros	18112020	Estación Libertad
18	18112	Monte Caseros	18112030	Juan Pujol
18	18112	Monte Caseros	18112040	Mocoretá
18	18112	Monte Caseros	18112050	Monte Caseros
18	18112	Monte Caseros	18112060	Parada Acuña
18	18112	Monte Caseros	18112070	Parada Labougle
18	18119	Paso de los Libres	18119010	Bonpland
18	18119	Paso de los Libres	18119020	Parada Pucheta
18	18119	Paso de los Libres	18119030	Paso de los Libres
18	18119	Paso de los Libres	18119040	Tapebicuá
18	18126	Saladas	18126005	Pago de los Deseos
18	18126	Saladas	18126010	Saladas
18	18126	Saladas	18126020	San Lorenzo
18	18133	San Cosme	18133005	Barrio Paraíso del Paso
18	18133	San Cosme	18133010	Ingenio Primer Correntino
18	18133	San Cosme	18133020	Paso de la Patria
18	18133	San Cosme	18133030	San Cosme
18	18133	San Cosme	18133040	Santa Ana de los Guácaras
18	18140	San Luis del Palmar	18140010	San Luis del Palmar
18	18147	San Martín	18147010	Colonia Carlos Pellegrini
18	18147	San Martín	18147020	Guaviraví
18	18147	San Martín	18147030	La Cruz
18	18147	San Martín	18147040	Yapeyú
18	18154	San Miguel	18154005	El Caimán
18	18154	San Miguel	18154010	Loreto
18	18154	San Miguel	18154020	San Miguel
18	18161	San Roque	18161010	Chavarría
18	18161	San Roque	18161020	Colonia Pando
18	18161	San Roque	18161030	9 de Julio
18	18161	San Roque	18161040	Pedro Ramón Fernández (Estación Mantilla)
18	18161	San Roque	18161050	San Roque
18	18168	Santo Tomé	18168005	Coronel Desiderio Sosa
18	18168	Santo Tomé	18168010	Garaví
18	18168	Santo Tomé	18168020	Garruchos
18	18168	Santo Tomé	18168030	Gobernador Ingeniero Valentín Virasoro
18	18168	Santo Tomé	18168035	San Alonso
18	18168	Santo Tomé	18168040	Santo Tomé
18	18175	Sauce	18175010	Sauce
22	22007	Almirante Brown	22007010	Concepción del Bermejo
22	22007	Almirante Brown	22007020	Los Frentones
22	22007	Almirante Brown	22007030	Pampa del Infierno
22	22007	Almirante Brown	22007040	Río Muerto
22	22007	Almirante Brown	22007050	Taco Pozo
22	22014	Bermejo	22014030	La Leonesa
22	22014	Bermejo	22014040	Las Palmas
22	22014	Bermejo	22014010	General Vedia
22	22014	Bermejo	22014020	Isla del Cerrito
22	22014	Bermejo	22014050	Puerto Bermejo Nuevo
22	22014	Bermejo	22014060	Puerto Bermejo Viejo
22	22014	Bermejo	22014070	Puerto Eva Perón
22	22028	Chacabuco	22028010	Charata
22	22021	Comandante Fernández	22021010	Presidencia Roque Sáenz Peña
22	22036	12 de Octubre	22036010	Gancedo
22	22036	12 de Octubre	22036020	General Capdevila
22	22036	12 de Octubre	22036030	General Pinedo
22	22036	12 de Octubre	22036040	Mesón de Fierro
22	22036	12 de Octubre	22036050	Pampa Landriel
22	22039	2 de Abril	22039010	Hermoso Campo
22	22039	2 de Abril	22039020	Itín
22	22043	Fray Justo Santa María de Oro	22043010	Chorotis
22	22043	Fray Justo Santa María de Oro	22043020	Santa Sylvina
22	22043	Fray Justo Santa María de Oro	22043030	Venados Grandes
22	22049	General Belgrano	22049010	Corzuela
22	22056	General Donovan	22056010	La Escondida
22	22056	General Donovan	22056020	La Verde
22	22056	General Donovan	22056030	Lapachito
22	22056	General Donovan	22056040	Makallé
22	22063	General Güemes	22063005	Comandancia Frías
22	22063	General Güemes	22063010	El Espinillo
22	22063	General Güemes	22063020	El Sauzal
22	22063	General Güemes	22063030	El Sauzalito
22	22063	General Güemes	22063035	Fortín Belgrano
22	22063	General Güemes	22063040	Fortín Lavalle
22	22063	General Güemes	22063050	Fuerte Esperanza
22	22063	General Güemes	22063060	Juan José Castelli
22	22063	General Güemes	22063065	Las Hacheras
22	22063	General Güemes	22063070	Miraflores
22	22063	General Güemes	22063080	Nueva Pompeya
22	22063	General Güemes	22063090	Puerto Lavalle
22	22063	General Güemes	22063095	Tartagal
22	22063	General Güemes	22063097	Tres Pozos
22	22063	General Güemes	22063100	Villa Río Bermejito
22	22063	General Güemes	22063110	Wichi
22	22063	General Güemes	22063120	Zaparinqui
22	22070	Independencia	22070010	Avia Terai
22	22070	Independencia	22070025	Colonia José Mármol
22	22070	Independencia	22070020	Campo Largo
22	22070	Independencia	22070030	Fortín Las Chuñas
22	22070	Independencia	22070040	Napenay
22	22077	Libertad	22077010	Colonia Popular
22	22077	Libertad	22077020	Estación General Obligado
22	22077	Libertad	22077030	Laguna Blanca
22	22077	Libertad	22077040	Puerto Tirol
22	22084	Libertador General San Martín	22084010	Ciervo Petiso
22	22084	Libertador General San Martín	22084020	General José de San Martín
22	22084	Libertador General San Martín	22084030	La Eduvigis
22	22084	Libertador General San Martín	22084040	Laguna Limpia
22	22084	Libertador General San Martín	22084050	Pampa Almirón
22	22084	Libertador General San Martín	22084060	Pampa del Indio
22	22084	Libertador General San Martín	22084070	Presidencia Roca
22	22084	Libertador General San Martín	22084080	Selvas del Río de Oro
22	22091	Maipú	22091002	Colonia La Matanza
22	22091	Maipú	22091004	Kilómetro 855
22	22091	Maipú	22091005	Kilómetro 884
22	22091	Maipú	22091007	La Curva
22	22091	Maipú	22091010	Tres Isletas
22	22098	Mayor Luis J. Fontana	22098005	Colonia Pegouriel
22	22098	Mayor Luis J. Fontana	22098010	Coronel Du Graty
22	22098	Mayor Luis J. Fontana	22098015	El Pastoril
22	22098	Mayor Luis J. Fontana	22098020	Enrique Urién
22	22098	Mayor Luis J. Fontana	22098030	Villa Ángela
22	22105	9 de Julio	22105010	Las Breñas
22	22105	9 de Julio	22105015	Las Piedritas
22	22112	O'Higgins	22112010	La Clotilde
22	22112	O'Higgins	22112020	La Tigra
22	22112	O'Higgins	22112030	San Bernardo
22	22119	Presidencia de la Plaza	22119010	Presidencia de la Plaza
22	22126	1º de Mayo	22126010	Barrio de los Pescadores
22	22126	1º de Mayo	22126020	Colonia Benítez
22	22126	1º de Mayo	22126025	Lote 1
22	22126	1º de Mayo	22126030	Margarita Belén
22	22133	Quitilipi	22133010	Quitilipi
22	22133	Quitilipi	22133020	Villa El Palmar
22	22133	Quitilipi	22133033	El Paraisal
22	22140	San Fernando	22140010	Barranqueras
22	22140	San Fernando	22140040	Fontana
22	22140	San Fernando	22140050	Puerto Vilelas
22	22140	San Fernando	22140060	Resistencia
22	22140	San Fernando	22140020	Basail
22	22140	San Fernando	22140030	Colonia Baranda
22	22140	San Fernando	22140036	El Naranjito
22	22140	San Fernando	22140033	El Paraisal
22	22147	San Lorenzo	22147010	Samuhú
22	22147	San Lorenzo	22147020	Villa Berthet
22	22154	Sargento Cabral	22154010	Capitán Solari
22	22154	Sargento Cabral	22154020	Colonia Elisa
22	22154	Sargento Cabral	22154030	Colonias Unidas
22	22154	Sargento Cabral	22154040	Ingeniero Barbet
22	22154	Sargento Cabral	22154050	Las Garcitas
22	22161	Tapenagá	22161010	Charadai
22	22161	Tapenagá	22161020	Cote Lai
22	22161	Tapenagá	22161030	Haumonia
22	22161	Tapenagá	22161040	Horquilla
22	22161	Tapenagá	22161050	La Sabana
22	22168	25 de Mayo	22168010	Colonia Aborigen
22	22168	25 de Mayo	22168020	Machagai
22	22168	25 de Mayo	22168030	Napalpí
26	26007	Biedma	26007010	Arroyo Verde
26	26007	Biedma	26007020	Puerto Madryn
26	26007	Biedma	26007030	Puerto Pirámides
26	26007	Biedma	26007040	Quintas del Mirador
26	26007	Biedma	26007050	Reserva Área Protegida El Doradillo
26	26014	Cushamen	26014005	Arroyo El Pedregoso
26	26014	Cushamen	26014010	Buenos Aires Chico
26	26014	Cushamen	26014020	Cholila
26	26014	Cushamen	26014025	Costa del Chubut
26	26014	Cushamen	26014030	Cushamen Centro
26	26014	Cushamen	26014037	El Blanco
26	26014	Cushamen	26014040	El Hoyo
26	26014	Cushamen	26014050	El Maitén
26	26014	Cushamen	26014060	Epuyén
26	26014	Cushamen	26014065	Fofo Cahuel
26	26014	Cushamen	26014070	Gualjaina
26	26014	Cushamen	26014080	Lago Epuyén
26	26014	Cushamen	26014090	Lago Puelo
26	26014	Cushamen	26014100	Leleque
26	26014	Cushamen	26014110	Villa Lago Rivadavia
26	26021	Escalante	26021010	Astra
26	26021	Escalante	26021020	Bahía Bustamante
26	26021	Escalante	26021030	Comodoro Rivadavia
26	26021	Escalante	26021040	Diadema Argentina
26	26021	Escalante	26021045	La Herradura
26	26021	Escalante	26021050	Rada Tilly
26	26028	Florentino Ameghino	26028010	Camarones
26	26028	Florentino Ameghino	26028020	Garayalde
26	26035	Futaleufú	26035010	Aldea Escolar (Los Rápidos)
26	26035	Futaleufú	26035015	Cerro Centinela
26	26035	Futaleufú	26035020	Corcovado
26	26035	Futaleufú	26035030	Esquel
26	26035	Futaleufú	26035040	Lago Rosario
26	26035	Futaleufú	26035050	Los Cipreses
26	26035	Futaleufú	26035060	Trevelin
26	26035	Futaleufú	26035070	Villa Futalaufquen
26	26042	Gaiman	26042010	Dique Florentino Ameghino
26	26042	Gaiman	26042020	Dolavon
26	26042	Gaiman	26042030	Gaiman
26	26042	Gaiman	26042040	28 de Julio
26	26049	Gastre	26049010	Blancuntre
26	26049	Gastre	26049020	El Escorial
26	26049	Gastre	26049030	Gastre
26	26049	Gastre	26049040	Lagunita Salada
26	26049	Gastre	26049050	Yala Laubat
26	26056	Languiñeo	26056010	Aldea Epulef
26	26056	Languiñeo	26056020	Carrenleufú
26	26056	Languiñeo	26056030	Colan Conhué
26	26056	Languiñeo	26056040	Paso del Sapo
26	26056	Languiñeo	26056050	Tecka
26	26063	Mártires	26063010	El Mirasol
26	26063	Mártires	26063020	Las Plumas
26	26070	Paso de Indios	26070010	Cerro Cóndor
26	26070	Paso de Indios	26070020	Los Altares
26	26070	Paso de Indios	26070030	Paso de Indios
26	26077	Rawson	26077003	Barrio Aldea Casa Blanca
26	26077	Rawson	26077005	Barrio Rodaj Park
26	26077	Rawson	26077007	Don Emilio
26	26077	Rawson	26077010	Playa Magagna
26	26077	Rawson	26077020	Playa Unión
26	26077	Rawson	26077030	Rawson
26	26077	Rawson	26077040	Trelew
26	26084	Río Senguer	26084010	Aldea Apeleg
26	26084	Río Senguer	26084020	Aldea Beleiro
26	26084	Río Senguer	26084030	Alto Río Senguer
26	26084	Río Senguer	26084040	Doctor Ricardo Rojas
26	26084	Río Senguer	26084050	Facundo
26	26084	Río Senguer	26084060	Lago Blanco
26	26084	Río Senguer	26084070	Río Mayo
26	26091	Sarmiento	26091010	Buen Pasto
26	26091	Sarmiento	26091020	Sarmiento
26	26098	Tehuelches	26098010	Doctor Atilio Oscar Viglione (Frontera de Río Pico)
26	26098	Tehuelches	26098020	Gobernador Costa
26	26098	Tehuelches	26098030	José de San Martín
26	26098	Tehuelches	26098040	Río Pico
26	26105	Telsen	26105010	Gan Gan
26	26105	Telsen	26105020	Telsen
30	30008	Colón	30008005	Aldea San Gregorio
30	30008	Colón	30008010	Arroyo Barú
30	30008	Colón	30008020	Colón
30	30008	Colón	30008030	Colonia Hugues
30	30008	Colón	30008040	Hambis
30	30008	Colón	30008050	Hocker
30	30008	Colón	30008060	La Clarita
30	30008	Colón	30008070	Pueblo Cazes
30	30008	Colón	30008080	Pueblo Liebig
30	30008	Colón	30008090	San José
30	30008	Colón	30008100	Ubajay
30	30008	Colón	30008110	Villa Elisa
30	30015	Concordia	30015005	Barrio Coelho
30	30015	Concordia	30015007	Barrio Yuquerí Chico
30	30015	Concordia	30015010	Calabacilla
30	30015	Concordia	30015020	Clodomiro Ledesma
30	30015	Concordia	30015030	Colonia Ayuí
30	30015	Concordia	30015060	Concordia
30	30015	Concordia	30015080	Estación Yeruá
30	30015	Concordia	30015083	Estación Yuquerí
30	30015	Concordia	30015087	Estancia Grande
30	30015	Concordia	30015040	General Roca
30	30015	Concordia	30015090	La Criolla
30	30015	Concordia	30015095	Lago Salto Grande
30	30015	Concordia	30015100	Los Charrúas
30	30015	Concordia	30015110	Nueva Escocia
30	30015	Concordia	30015120	Osvaldo Magnasco
30	30015	Concordia	30015130	Pedernal
30	30015	Concordia	30015140	Puerto Yeruá
30	30015	Concordia	30015150	Punta Bonita
30	30021	Diamante	30021010	Aldea Brasilera
30	30021	Diamante	30021070	Colonia Ensayo
30	30021	Diamante	30021015	Aldea Grapschental
30	30021	Diamante	30021020	Aldea Protestante
30	30021	Diamante	30021030	Aldea Salto
30	30021	Diamante	30021040	Aldea San Francisco
30	30021	Diamante	30021050	Aldea Spatzenkutter
30	30021	Diamante	30021060	Aldea Valle María
30	30021	Diamante	30021065	Barrio San José
30	30021	Diamante	30021080	Diamante
30	30021	Diamante	30021090	Estación Camps
30	30021	Diamante	30021100	General Alvear
30	30021	Diamante	30021120	General Ramírez
30	30021	Diamante	30021110	General Racedo
30	30021	Diamante	30021123	La Juanita
30	30021	Diamante	30021125	Las Cuevas
30	30021	Diamante	30021127	Las Jaulas
30	30021	Diamante	30021128	Las Masitas
30	30021	Diamante	30021130	Paraje La Virgen
30	30021	Diamante	30021140	Puerto Las Cuevas
30	30021	Diamante	30021150	Villa Libertador San Martín
30	30028	Federación	30028010	Chajarí
30	30028	Federación	30028020	Colonia Alemana
30	30028	Federación	30028040	Colonia La Argentina
30	30028	Federación	30028070	Federación
30	30028	Federación	30028073	Gualeguaycito
30	30028	Federación	30028075	La Florida
30	30028	Federación	30028077	La Muela
30	30028	Federación	30028080	Los Conquistadores
30	30028	Federación	30028090	San Jaime de la Frontera
30	30028	Federación	30028100	San Pedro
30	30028	Federación	30028105	San Ramón
30	30028	Federación	30028110	Santa Ana
30	30028	Federación	30028115	Santa María y Las Margaritas
30	30028	Federación	30028120	Villa del Rosario
30	30035	Federal	30035010	Conscripto Bernardi
30	30035	Federal	30035020	El Cimarrón
30	30035	Federal	30035030	Federal
30	30035	Federal	30035035	Las Delicias
30	30035	Federal	30035040	Nueva Vizcaya
30	30035	Federal	30035050	Sauce de Luna
30	30042	Feliciano	30042005	La Verbena
30	30042	Feliciano	30042010	San José de Feliciano
30	30042	Feliciano	30042020	San Víctor
30	30049	Gualeguay	30049010	Aldea Asunción
30	30049	Gualeguay	30049020	Estación Lazo
30	30049	Gualeguay	30049030	General Galarza
30	30049	Gualeguay	30049040	Gualeguay
30	30049	Gualeguay	30049050	Puerto Ruiz
30	30049	Gualeguay	30049060	Punta del Monte
30	30056	Gualeguaychú	30056070	Gualeguaychú
30	30056	Gualeguaychú	30056100	Pueblo General Belgrano
30	30056	Gualeguaychú	30056010	Aldea San Antonio
30	30056	Gualeguaychú	30056020	Aldea San Juan
30	30056	Gualeguaychú	30056025	Camino al Ñandubaysal
30	30056	Gualeguaychú	30056027	Cuchilla Redonda
30	30056	Gualeguaychú	30056030	Enrique Carbó
30	30056	Gualeguaychú	30056035	Estación Escriña
30	30056	Gualeguaychú	30056040	Faustino M. Parera
30	30056	Gualeguaychú	30056050	General Almada
30	30056	Gualeguaychú	30056060	Gilbert
30	30056	Gualeguaychú	30056080	Irazusta
30	30056	Gualeguaychú	30056090	Larroque
30	30056	Gualeguaychú	30056095	Pastor Britos
30	30056	Gualeguaychú	30056110	Urdinarrain
30	30063	Islas del Ibicuy	30063015	Brazo Largo
30	30063	Islas del Ibicuy	30063020	Ceibas
30	30063	Islas del Ibicuy	30063030	Ibicuy
30	30063	Islas del Ibicuy	30063035	Mazaruca
30	30063	Islas del Ibicuy	30063040	Médanos
30	30063	Islas del Ibicuy	30063050	Ñancay
30	30063	Islas del Ibicuy	30063060	Villa Paranacito
30	30070	La Paz	30070005	Alcaraz
30	30070	La Paz	30070010	Bovril
30	30070	La Paz	30070020	Colonia Avigdor
30	30070	La Paz	30070025	El Quebracho
30	30070	La Paz	30070030	El Solar
30	30070	La Paz	30070040	La Paz
30	30070	La Paz	30070041	La Providencia
30	30070	La Paz	30070043	Ombú
30	30070	La Paz	30070047	Paso Telégrafo
30	30070	La Paz	30070048	Picada Berón
30	30070	La Paz	30070050	Piedras Blancas
30	30070	La Paz	30070065	Puerto Algarrobo
30	30070	La Paz	30070070	San Gustavo
30	30070	La Paz	30070075	San Ramírez
30	30070	La Paz	30070080	Santa Elena
30	30070	La Paz	30070090	Sir Leonard
30	30070	La Paz	30070095	Yacaré
30	30070	La Paz	30070100	Yeso Oeste
30	30077	Nogoyá	30077015	Barrio Parque El Morajú
30	30077	Nogoyá	30077020	Betbeder
30	30077	Nogoyá	30077030	Don Cristóbal II
30	30077	Nogoyá	30077040	Febre
30	30077	Nogoyá	30077060	Lucas González
30	30077	Nogoyá	30077070	Nogoyá
30	30077	Nogoyá	30077080	XX de Septiembre
30	30077	Nogoyá	30077010	Villa Aranguren
30	30077	Nogoyá	30077050	Villa Sabá Z. Hernández
30	30084	Paraná	30084060	Colonia Avellaneda
30	30084	Paraná	30084150	Oro Verde
30	30084	Paraná	30084160	Paraná
30	30084	Paraná	30084200	San Benito
30	30084	Paraná	30084210	Sauce Montrull
30	30084	Paraná	30084010	Aldea María Luisa
30	30084	Paraná	30084013	Aldea San Antonio
30	30084	Paraná	30084015	Aldea San Juan
30	30084	Paraná	30084020	Aldea San Rafael
30	30084	Paraná	30084030	Aldea Santa María
30	30084	Paraná	30084040	Aldea Santa Rosa
30	30084	Paraná	30084050	Cerrito
30	30084	Paraná	30084065	Colonia Crespo
30	30084	Paraná	30084067	Colonia Nueva
30	30084	Paraná	30084070	Crespo
30	30084	Paraná	30084080	El Palenque
30	30084	Paraná	30084090	El Pingo
30	30084	Paraná	30084095	El Ramblón
30	30084	Paraná	30084240	Estación Sosa
30	30084	Paraná	30084290	Gobernador Etchevehere
30	30084	Paraná	30084100	Hasenkamp
30	30084	Paraná	30084110	Hernandarias
30	30084	Paraná	30084120	La Picada
30	30084	Paraná	30084125	Las Colinas
30	30084	Paraná	30084170	Las Garzas
30	30084	Paraná	30084140	María Grande
30	30084	Paraná	30084130	Paraje Las Tunas
30	30084	Paraná	30084180	Pueblo Brugo
30	30084	Paraná	30084185	Pueblo General Paz
30	30084	Paraná	30084190	Puerto Curtiembre
30	30084	Paraná	30084220	Sauce Pinto
30	30084	Paraná	30084230	Seguí
30	30084	Paraná	30084250	Tabossi
30	30084	Paraná	30084260	Tezanos Pinto
30	30084	Paraná	30084270	Viale
30	30084	Paraná	30084280	Villa Fontana
30	30084	Paraná	30084300	Villa Urquiza
30	30088	San Salvador	30088010	General Campos
30	30088	San Salvador	30088020	San Salvador
30	30091	Tala	30091010	Altamirano Sur
30	30091	Tala	30091030	Arroyo Clé
30	30091	Tala	30091020	Durazno
30	30091	Tala	30091040	Gobernador Echagüe
30	30091	Tala	30091050	Gobernador Mansilla
30	30091	Tala	30091060	Gobernador Sola
30	30091	Tala	30091070	Guardamonte
30	30091	Tala	30091080	Las Guachas
30	30091	Tala	30091090	Maciá
30	30091	Tala	30091095	Parque Balneario Delio Panizza
30	30091	Tala	30091100	Rosario del Tala
30	30098	Uruguay	30098010	Basavilbaso
30	30098	Uruguay	30098020	Caseros
30	30098	Uruguay	30098030	Colonia Elía
30	30098	Uruguay	30098040	Concepción del Uruguay
30	30098	Uruguay	30098060	Herrera
30	30098	Uruguay	30098070	Las Moscas
30	30098	Uruguay	30098080	Líbaros
30	30098	Uruguay	30098090	1° de Mayo
30	30098	Uruguay	30098100	Pronunciamiento
30	30098	Uruguay	30098110	Rocamora
30	30098	Uruguay	30098115	San Cipriano
30	30098	Uruguay	30098140	San Justo
30	30098	Uruguay	30098150	San Marcial
30	30098	Uruguay	30098120	Santa Anita
30	30098	Uruguay	30098130	Villa Mantero
30	30105	Victoria	30105010	Antelo
30	30105	Victoria	30105015	Ruta Provincial 11 Km 140
30	30105	Victoria	30105035	Los Cerros
30	30105	Victoria	30105040	Molino Doll
30	30105	Victoria	30105043	Paraje La Tacuara
30	30105	Victoria	30105045	Puerto Esquina
30	30105	Victoria	30105050	Rincón de Nogoyá
30	30105	Victoria	30105052	Rincón de Nogoyá Sur
30	30105	Victoria	30105055	Rincón del Doll
30	30105	Victoria	30105060	Victoria
30	30113	Villaguay	30113010	Estación Raíces
30	30113	Villaguay	30113020	Ingeniero Miguel Sajaroff
30	30113	Villaguay	30113030	Jubileo
30	30113	Villaguay	30113050	Paso de La Laguna
30	30113	Villaguay	30113060	Villa Clara
30	30113	Villaguay	30113070	Villa Domínguez
30	30113	Villaguay	30113080	Villaguay
34	34007	Bermejo	34007002	El Quemado
34	34007	Bermejo	34007003	Fortín Soledad
34	34007	Bermejo	34007005	Guadalcazar
34	34007	Bermejo	34007006	La Libertad
34	34007	Bermejo	34007007	La Rinconada
34	34007	Bermejo	34007010	Laguna Yema
34	34007	Bermejo	34007015	Lamadrid
34	34007	Bermejo	34007020	Los Chiriguanos
34	34007	Bermejo	34007030	Pozo de Maza
34	34007	Bermejo	34007040	Pozo del Mortero
34	34007	Bermejo	34007043	Río Muerto
34	34007	Bermejo	34007045	Santa Isabel
34	34007	Bermejo	34007047	Sumayén
34	34007	Bermejo	34007050	Vaca Perdida
34	34014	Formosa	34014005	Boca Riacho Pilagás
34	34014	Formosa	34014010	Colonia Pastoril
34	34014	Formosa	34014020	Formosa
34	34014	Formosa	34014030	Gran Guardia
34	34014	Formosa	34014040	Mariano Boedo
34	34014	Formosa	34014050	Mojón de Fierro
34	34014	Formosa	34014060	San Hilario
34	34021	Laishi	34021010	Banco Payaguá
34	34021	Laishi	34021020	General Lucio Victorio Mansilla
34	34021	Laishi	34021030	Herradura
34	34021	Laishi	34021040	San Francisco de Laishi
34	34021	Laishi	34021050	Tatané
34	34021	Laishi	34021060	Villa Escolar
34	34028	Matacos	34028004	Campo Grande
34	34028	Matacos	34028010	Ingeniero Guillermo Nicasio Juárez
34	34028	Matacos	34028020	Misión Pozo Yacaré
34	34035	Patiño	34035010	Bartolomé de las Casas
34	34035	Patiño	34035012	Campo del Cielo
34	34035	Patiño	34035014	Campo Tres Pozos
34	34035	Patiño	34035015	Comunidad Aborigen Bartolomé de las Casas
34	34035	Patiño	34035018	Colonia Javier Muñiz
34	34035	Patiño	34035020	Colonia Sarmiento
34	34035	Patiño	34035025	Colonia Unión Escuela
34	34035	Patiño	34035030	Comandante Fontana
34	34035	Patiño	34035033	Comunidad Aborigen Laka Wichi
34	34035	Patiño	34035040	El Recreo
34	34035	Patiño	34035050	Estanislao del Campo
34	34035	Patiño	34035060	Fortín Cabo 1º Lugones
34	34035	Patiño	34035070	Fortín Sargento 1° Leyes
34	34035	Patiño	34035170	Villa General Manuel Belgrano
34	34035	Patiño	34035080	Ibarreta
34	34035	Patiño	34035090	Juan G. Bazán
34	34035	Patiño	34035100	Las Lomitas
34	34035	Patiño	34035110	Posta Cambio Zalazar
34	34035	Patiño	34035120	Pozo del Tigre
34	34035	Patiño	34035140	San Martín Dos
34	34035	Patiño	34035130	San Martín I
34	34035	Patiño	34035150	Subteniente Perín
34	34035	Patiño	34035160	Villa General Güemes
34	34042	Pilagás	34042010	Buena Vista
34	34042	Pilagás	34042020	El Espinillo
34	34042	Pilagás	34042030	Laguna Gallo
34	34042	Pilagás	34042035	Loro Cue
34	34042	Pilagás	34042040	Misión Tacaaglé
34	34042	Pilagás	34042050	Portón Negro
34	34042	Pilagás	34042060	Tres Lagunas
34	34049	Pilcomayo	34049010	Clorinda
34	34049	Pilcomayo	34049013	Colonia Sudamérica
34	34049	Pilcomayo	34049020	Laguna Blanca
34	34049	Pilcomayo	34049030	Laguna Naick Neck
34	34049	Pilcomayo	34049035	Lucero Cué
34	34049	Pilcomayo	34049040	Palma Sola
34	34049	Pilcomayo	34049050	Puerto Pilcomayo
34	34049	Pilcomayo	34049060	Riacho He-Hé
34	34049	Pilcomayo	34049070	Riacho Negro
34	34049	Pilcomayo	34049080	Siete Palmas
34	34056	Pirané	34056010	Colonia Campo Villafañe
34	34056	Pirané	34056020	El Colorado
34	34056	Pirané	34056025	Los Matacos
34	34056	Pirané	34056027	Monte Lindo
34	34056	Pirané	34056030	Palo Santo
34	34056	Pirané	34056040	Pirané
34	34056	Pirané	34056050	Villa Kilómetro 213
34	34063	Ramón Lista	34063005	Comunidad Aborigen Wichi Oblitaj
34	34063	Ramón Lista	34063007	El Breal
34	34063	Ramón Lista	34063020	El Chorro
34	34063	Ramón Lista	34063010	El Potrillo
34	34063	Ramón Lista	34063030	El Quebracho
34	34063	Ramón Lista	34063040	La Brea
34	34063	Ramón Lista	34063050	Las Cañitas
34	34063	Ramón Lista	34063060	Lote 8
34	34063	Ramón Lista	34063070	María Cristina
34	34063	Ramón Lista	34063080	Misión San Andrés
34	34063	Ramón Lista	34063090	Palmar Largo
34	34063	Ramón Lista	34063100	Pozo La Chiva
38	38007	Cochinoca	38007010	Abdón Castro Tolay
38	38007	Cochinoca	38007020	Abra Pampa
38	38007	Cochinoca	38007030	Abralaite
38	38007	Cochinoca	38007035	Agua de Castilla
